,Gaia period,Name,Nobs,Outliers1,Outliers3,Subtype,Type,mean,mean N,med_sig,median,p16,p84,sem,std,unexplained_variance,window
62,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.25,0.0,T2CEP,CEP,0.9883746376204225,50.0,7.136317005371711e-05,0.9883815299903166,0.9882983584868894,0.9884404403517169,2.2843040771844246e-05,6.460987613076741e-05,-1.3925656954300155e-09,0.028
63,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.028
64,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.054
65,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9927803515912392,30.0,0.003308127463167717,0.9883579473109227,0.9883056417080858,1.0039771159804736,0.0029079092542872906,0.00822480941112664,6.78055059241843e-05,0.054
66,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.988327793157261,50.0,1.1856108608014419e-05,0.988324936360301,0.9883076100293168,0.9883523186165842,6.819457071988776e-06,1.9288337358455288e-05,1.9312894084226013e-10,0.054
67,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.054
68,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.106
69,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.0,T2CEP,CEP,0.9883882095274261,30.0,1.1163622632772388e-05,0.9883828164231836,0.988372752689837,0.9884118638834636,6.22800887941846e-06,1.7615469247707297e-05,1.7597576529785251e-10,0.106
70,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.25,0.0,T2CEP,CEP,0.9883746376204225,50.0,7.136317005371711e-05,0.9883815299903166,0.9882983584868894,0.9884404403517169,2.2843040771848166e-05,6.46098761307785e-05,-1.392565695430015e-09,0.106
71,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.106
72,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.206
73,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9927803515912392,30.0,0.003308127463167717,0.9883579473109227,0.9883056417080858,1.0039771159804736,0.002907909254287291,0.008224809411126641,6.78055059241843e-05,0.206
74,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.988327793157261,50.0,1.1856108608014419e-05,0.988324936360301,0.9883076100293168,0.9883523186165842,6.8194570719859314e-06,1.928833735844724e-05,1.9312894084226013e-10,0.206
75,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.206
76,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.4
77,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.0,T2CEP,CEP,0.988388209527426,30.0,1.1163622632772388e-05,0.9883828164231836,0.988372752689837,0.9884118638834636,6.228008879418772e-06,1.761546924770818e-05,1.7597576529785257e-10,0.4
78,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.25,0.0,T2CEP,CEP,0.9883746376204225,50.0,7.136317005371711e-05,0.9883815299903166,0.9882983584868894,0.9884404403517169,2.2843040771846373e-05,6.460987613077343e-05,-1.392565695430015e-09,0.4
79,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.4
80,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.001
81,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9883028192091612,30.0,3.211463012866083e-05,0.9883267705814492,0.9882325355866026,0.9883366967458422,1.810444267930808e-05,5.1207096752567566e-05,1.8367146792777598e-09,0.001
82,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883477656155742,50.0,4.241054683899943e-05,0.9883496786386294,0.9882972984993733,0.9883953249367312,1.5180656276151357e-05,4.293737998291499e-05,-1.8182855115046486e-10,0.001
83,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.001
84,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.002
85,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.0,T2CEP,CEP,0.9884054277591454,30.0,7.503102649712639e-05,0.9884186919923585,0.9883123502208792,0.988478343662928,2.636007704291884e-05,7.4557556918591e-05,-5.897394225212639e-10,0.002
86,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883328275218832,50.0,7.594312990837541e-06,0.9883327296201507,0.9883158923728618,0.9883499114815377,5.152405906662616e-06,1.457320462410703e-05,1.281670013356215e-10,0.002
87,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.002
88,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.004
89,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9883028192091613,30.0,3.211463012866083e-05,0.9883267705814492,0.9882325355866026,0.9883366967458422,1.8104442679307112e-05,5.120709675256483e-05,1.8367146792777598e-09,0.004
90,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883477656155742,50.0,4.241054683899943e-05,0.9883496786386294,0.9882972984993733,0.9883953249367312,1.5180656276156493e-05,4.293737998292952e-05,-1.8182855115046486e-10,0.004
91,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.004
92,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.007
93,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.0,T2CEP,CEP,0.9884054277591454,30.0,7.503102649712639e-05,0.9884186919923585,0.9883123502208792,0.988478343662928,2.6360077042914544e-05,7.455755691857884e-05,-5.897394225212639e-10,0.007
94,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883328275218832,50.0,7.594312990837541e-06,0.9883327296201507,0.9883158923728618,0.9883499114815377,5.152405906664543e-06,1.4573204624112482e-05,1.281670013356215e-10,0.007
95,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.007
96,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.014
97,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9883028192091612,30.0,3.211463012866083e-05,0.9883267705814492,0.9882325355866026,0.9883366967458422,1.8104442679310555e-05,5.1207096752574566e-05,1.8367146792777598e-09,0.014
98,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883477656155744,50.0,4.241054683899943e-05,0.9883496786386294,0.9882972984993733,0.9883953249367312,1.5180656276145356e-05,4.293737998289802e-05,-1.8182855115046486e-10,0.014
99,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.014
100,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.028
101,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.0,T2CEP,CEP,0.9884054277591455,30.0,7.503102649712639e-05,0.9884186919923585,0.9883123502208792,0.988478343662928,2.6360077042924413e-05,7.455755691860676e-05,-5.897394225212639e-10,0.028
102,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883328275218832,50.0,7.594312990837541e-06,0.9883327296201507,0.9883158923728618,0.9883499114815377,5.152405906664506e-06,1.4573204624112377e-05,1.281670013356215e-10,0.028
103,13.536183859648268,6.904301907057504e+18,"(50.0, inf]",,,T2CEP,CEP,,,,,,,,,,0.028
104,13.536183859648268,6.904301907057504e+18,"(10.0, 20.0]",,,T2CEP,CEP,,,,,,,,,,0.054
105,13.536183859648268,6.904301907057504e+18,"(20.0, 30.0]",0.25,0.25,T2CEP,CEP,0.9883028192091613,30.0,3.211463012866083e-05,0.9883267705814492,0.9882325355866026,0.9883366967458422,1.8104442679315257e-05,5.120709675258787e-05,1.8367146792777598e-09,0.054
106,13.536183859648268,6.904301907057504e+18,"(30.0, 50.0]",0.5,0.0,T2CEP,CEP,0.9883477656155742,50.0,4.241054683899943e-05,0.9883496786386294,0.9882972984993733,0.9883953249367312,1.5180656276151357e-05,4.293737998291499e-05,-1.8182855115046486e-10,0.054
