,N_I,N_V,Name,Nobs,OGLE period,Outliers1,Outliers3,mean,mean N,med_sig,median,p16,p84,sem,std,unexplained_variance,window
57,123.0,123.0,OGLE-BLG-RRLYR-00003,"(20.0, 30.0]",0.51546531,0.3584905660377358,0.0,0.3631678537221871,22.358490566037737,0.24636612076069841,0.5154123438933031,0.12802507940212932,0.5154449528686265,0.023909780245210385,0.17406582761368009,-0.007790645919750865,0.4
58,123.0,123.0,OGLE-BLG-RRLYR-00003,"(30.0, 50.0]",0.51546531,0.25,0.08333333333333333,0.4810094455952086,30.5,2.962005103598932e-05,0.5154352002268336,0.5154132515829057,0.5154641463282306,0.01930241077954633,0.11581446467727798,0.01422553887119156,0.4
59,123.0,123.0,OGLE-BLG-RRLYR-00003,"(50.0, inf]",0.51546531,,,,,,,,,,,,0.4
60,124.0,124.0,OGLE-BLG-RRLYR-00004,"(10.0, 20.0]",0.65170674,0.5454545454545454,0.12121212121212122,1.3099874822396824,16.681818181818183,0.3456995388230437,0.6516327613404707,0.1618276786959316,0.6517179341175683,0.4766303964796153,2.738033171821409,7.583571882533903,0.001
61,124.0,124.0,OGLE-BLG-RRLYR-00004,"(20.0, 30.0]",0.65170674,0.4230769230769231,0.25,0.6493451551832347,22.96153846153846,2.926031914794255e-05,0.6516786561206549,0.6516383288467034,0.6517218286672821,0.04988841848457208,0.3597505017958602,0.12693701361394014,0.001
62,124.0,124.0,OGLE-BLG-RRLYR-00004,"(30.0, 50.0]",0.65170674,0.25,0.25,0.5150889867485402,30.5,0.09977198219273577,0.6516568403490905,0.11296084677421095,0.6517013285187084,0.04249334652634491,0.2403786678727065,0.06467254967564268,0.001
63,124.0,124.0,OGLE-BLG-RRLYR-00004,"(50.0, inf]",0.65170674,,,,,,,,,,,,0.001
64,124.0,124.0,OGLE-BLG-RRLYR-00004,"(10.0, 20.0]",0.65170674,0.45454545454545453,0.21212121212121213,1.1360796446273191,16.439393939393938,0.37293904949508566,0.20703141451676657,0.12461877705421515,1.8803910443340504,0.40784639821816854,2.342899184729165,6.046884984498306,0.004
65,124.0,124.0,OGLE-BLG-RRLYR-00004,"(20.0, 30.0]",0.65170674,0.44,0.44,0.8391520009104001,23.0,7.529990582948285e-05,0.6516843590621348,0.1220935756104875,1.880670521999702,0.08868620116146624,0.6271061423894705,0.4205409826162245,0.004
66,124.0,124.0,OGLE-BLG-RRLYR-00004,"(30.0, 50.0]",0.65170674,0.25,0.25,0.5164548708118105,30.5,0.0991074809343703,0.6516600392200008,0.11671845192524839,0.6516632452233899,0.04206515626632868,0.23795645798074244,0.06331194331016067,0.004
67,124.0,124.0,OGLE-BLG-RRLYR-00004,"(50.0, inf]",0.65170674,,,,,,,,,,,,0.004
68,124.0,124.0,OGLE-BLG-RRLYR-00004,"(10.0, 20.0]",0.65170674,0.48484848484848486,0.06060606060606061,0.7348679287453793,17.0,0.3457176579296319,0.651612056412159,0.12580018452597153,0.6516888988603315,0.28414328791027693,1.6322789179938775,2.4710078993364166,0.02
69,124.0,124.0,OGLE-BLG-RRLYR-00004,"(20.0, 30.0]",0.65170674,0.28846153846153844,0.19230769230769232,0.5484459378463071,23.365384615384617,5.073524615262925e-05,0.6516530544864318,0.13030005707945155,0.6516900620036148,0.029638826141502962,0.21372861479550287,0.055453167118461315,0.02
70,124.0,124.0,OGLE-BLG-RRLYR-00004,"(30.0, 50.0]",0.65170674,0.27586206896551724,0.0,0.5047527680672511,30.5,0.36850135785109867,0.6516632452233899,0.1130613848174819,0.6516900620036148,0.04503253203571146,0.24250760669487048,-0.05742855207653244,0.02
71,124.0,124.0,OGLE-BLG-RRLYR-00004,"(50.0, inf]",0.65170674,,,,,,,,,,,,0.02
72,124.0,124.0,OGLE-BLG-RRLYR-00004,"(10.0, 20.0]",0.65170674,0.5,0.15625,1.4649488624910434,16.359375,0.24055605969096788,0.6516490695210677,0.20342256845921508,1.0089549411706071,0.48919972540851714,2.767331545527676,8.022396846923789,0.089
73,124.0,124.0,OGLE-BLG-RRLYR-00004,"(20.0, 30.0]",0.65170674,0.48148148148148145,0.25925925925925924,0.6782595264294076,22.99074074074074,2.7177220523534906e-05,0.6516616422216954,0.6516300192025054,0.6516972593878285,0.05177128772384572,0.38043971475071026,0.14276155703274207,0.089
74,124.0,124.0,OGLE-BLG-RRLYR-00004,"(30.0, 50.0]",0.65170674,0.2903225806451613,0.22580645161290322,0.5289198091080256,30.5,3.161355513577992e-05,0.65168158353254,0.11257224414634245,0.6516937470880024,0.04150280836008733,0.2310778573446581,0.06674494531366251,0.089
75,124.0,124.0,OGLE-BLG-RRLYR-00004,"(50.0, inf]",0.65170674,,,,,,,,,,,,0.089
76,124.0,124.0,OGLE-BLG-RRLYR-00004,"(10.0, 20.0]",0.65170674,0.39473684210526316,0.10526315789473684,1.0841139083834013,17.144736842105264,0.26246111526253635,0.6516477946859952,0.18776994121626195,0.6517338820163256,0.35038727004271236,2.159932193913368,4.660676945767113,0.4
