,20 mean,20 med_sig,20 median,20 p16,20 p84,20 sem,20 std,LS period,N_I,N_V,Name,OGLE period
0,0.5266754354538822,0.44182823087021916,0.7325316878930037,0.11315634702051444,0.7326316709282752,0.11228352251858707,0.3550716748655411,0.7325543006578801,106.0,106.0,OGLE-BLG-RRLYR-00001,0.73258757
